"dest_ip","threat_list_name"
"223.222.14.228","CI_Army_Badguys_IPs"
"223.202.134.8","CI_Army_Badguys_IPs"
"223.202.134.7","CI_Army_Badguys_IPs"
"223.202.134.6","CI_Army_Badguys_IPs"
