"dest_ip","threat_list_name"
"99.238.0.62","Emerging_Threats_Compromised_IPs"
"98.126.51.232","Emerging_Threats_Compromised_IPs"
"97.80.156.150","Emerging_Threats_Compromised_IPs"
"97.105.122.106","Emerging_Threats_Compromised_IPs"
